NUMBER,MAG_AUTO,X_IMAGE,Y_IMAGE,CLASS_STAR,FLUX_RADIUS,RA_deg,Dec_deg,GAIA_RA,GAIA_Dec,GAIA_Gmag,GAIA_StarProb,Separation_arcsec
3343,17.044,5496.555,2371.166,0.970,2.153,9.761,-33.563,9.761,-33.563,17.029,1.000,0.283
3355,20.121,14733.205,2331.555,0.976,2.085,9.145,-33.565,9.145,-33.565,19.738,1.000,0.460
3386,21.163,4844.710,2347.710,0.978,1.912,9.804,-33.564,9.804,-33.564,20.509,1.000,0.329
3388,11.965,7325.519,4217.789,0.845,15.312,9.639,-33.461,9.639,-33.461,11.625,1.000,0.451
3399,11.862,3930.867,2866.774,0.845,18.425,9.865,-33.535,9.865,-33.535,11.610,1.000,1.418
3418,21.105,8275.066,2365.800,0.978,2.073,9.575,-33.564,9.576,-33.564,21.060,0.997,0.283
3427,17.471,2483.797,2428.456,0.959,2.236,9.962,-33.559,9.962,-33.559,17.445,1.000,0.678
3434,20.268,7230.671,2385.125,0.981,2.016,9.645,-33.562,9.645,-33.562,19.760,1.000,0.309
3437,17.985,12991.190,2421.671,0.884,2.102,9.261,-33.560,9.261,-33.560,17.414,0.999,0.455
3448,16.447,13874.185,2499.042,0.892,2.244,9.202,-33.556,9.202,-33.556,16.584,1.000,0.441
3454,19.229,5601.581,2409.564,0.978,2.062,9.754,-33.561,9.754,-33.561,19.234,1.000,0.313
3485,19.183,4266.381,2432.503,0.999,2.074,9.843,-33.559,9.843,-33.559,19.152,1.000,0.406
3500,14.499,13230.503,2637.303,0.982,3.491,9.245,-33.548,9.245,-33.548,14.307,1.000,0.427
3510,21.925,2581.133,2425.988,0.974,1.958,9.955,-33.559,9.955,-33.559,21.252,0.998,0.625
3525,20.881,16850.951,2441.094,0.985,2.176,9.004,-33.558,9.004,-33.558,20.504,1.000,0.481
3546,19.271,14468.497,2478.610,0.969,2.078,9.163,-33.557,9.163,-33.557,18.757,1.000,0.455
3555,16.161,14551.282,2620.350,0.993,2.287,9.157,-33.549,9.157,-33.549,16.234,1.000,0.429
3564,20.105,12416.035,2481.480,0.982,1.973,9.299,-33.557,9.300,-33.557,19.490,1.000,0.468
3569,16.894,5751.429,2550.404,0.974,2.143,9.744,-33.553,9.744,-33.553,16.904,1.000,0.273
3591,21.169,2372.747,2488.113,0.978,2.015,9.969,-33.556,9.969,-33.556,20.435,1.000,0.633
3593,17.207,13834.001,2551.649,0.923,2.130,9.205,-33.553,9.205,-33.553,17.235,1.000,0.422
3594,17.473,9773.752,2539.135,0.972,2.055,9.476,-33.554,9.476,-33.554,17.480,1.000,0.126
3611,21.341,2354.674,2501.718,0.980,1.999,9.970,-33.555,9.970,-33.555,20.651,1.000,0.629
3635,20.454,10778.560,2525.378,0.978,2.010,9.409,-33.555,9.409,-33.555,19.999,1.000,0.266
3653,21.449,6100.730,2529.916,0.968,1.909,9.720,-33.554,9.721,-33.554,20.932,1.000,0.301
3654,18.427,7165.892,2561.902,0.982,2.078,9.649,-33.553,9.650,-33.553,18.396,1.000,0.327
3662,19.638,14274.712,2554.186,0.970,2.110,9.176,-33.553,9.176,-33.553,19.492,1.000,0.408
3674,18.705,1933.276,2581.105,0.925,2.141,9.998,-33.551,9.998,-33.551,18.653,1.000,0.625
3680,19.686,6330.198,2572.164,0.978,2.027,9.705,-33.552,9.705,-33.552,19.023,1.000,0.219
3681,19.759,12839.679,2569.585,0.979,2.000,9.271,-33.552,9.271,-33.552,19.721,1.000,0.430
3685,17.332,14533.633,2631.411,0.910,2.232,9.158,-33.548,9.158,-33.548,17.372,1.000,0.435
3690,21.299,6109.447,2560.144,0.980,2.000,9.720,-33.553,9.720,-33.553,20.945,1.000,0.292
3698,20.009,13384.069,2579.440,0.979,2.034,9.235,-33.551,9.235,-33.551,20.000,1.000,0.409
3703,21.796,6025.742,2565.157,0.971,1.939,9.725,-33.552,9.725,-33.552,20.926,1.000,0.271
3708,17.715,15406.951,2620.546,0.950,2.218,9.100,-33.549,9.100,-33.549,17.726,1.000,0.507
3728,18.501,15130.552,2622.606,0.978,2.151,9.118,-33.549,9.119,-33.549,18.489,1.000,0.481
3784,19.556,6862.517,2652.678,0.944,2.036,9.670,-33.547,9.670,-33.548,19.558,1.000,0.286
3785,20.816,13024.893,2634.976,0.980,1.950,9.259,-33.548,9.259,-33.548,20.201,1.000,0.437
3795,21.069,14208.583,2636.660,0.985,1.978,9.180,-33.548,9.180,-33.548,20.919,0.998,0.438
3800,19.467,10840.227,2656.965,0.975,2.012,9.404,-33.547,9.405,-33.547,19.377,1.000,0.312
3815,20.020,5603.139,2654.660,0.980,2.023,9.754,-33.547,9.754,-33.547,19.604,1.000,0.340
3828,15.862,4497.696,2805.104,0.989,2.111,9.827,-33.539,9.827,-33.539,15.823,1.000,0.383
3852,18.158,12676.130,2711.653,0.934,2.072,9.282,-33.544,9.282,-33.544,18.165,1.000,0.380
3857,19.201,6792.658,2707.563,0.965,2.042,9.674,-33.544,9.674,-33.544,19.105,1.000,0.306
3915,18.337,4293.153,2751.669,0.949,2.080,9.841,-33.542,9.841,-33.542,18.323,1.000,0.405
3934,20.386,6246.427,2739.211,0.981,2.004,9.711,-33.543,9.711,-33.543,20.348,1.000,0.303
3939,19.010,1907.217,2760.598,0.945,2.125,10.000,-33.541,10.000,-33.541,18.993,1.000,0.627
3944,17.653,10918.891,2785.629,0.965,2.007,9.399,-33.540,9.399,-33.540,17.673,1.000,0.359
3966,18.781,14198.805,2781.607,0.966,2.100,9.181,-33.540,9.181,-33.540,17.914,1.000,0.439
3970,19.625,12834.858,2774.912,0.994,2.014,9.272,-33.541,9.272,-33.541,19.424,1.000,0.473
3973,21.020,10765.382,2773.751,0.976,2.172,9.409,-33.541,9.410,-33.541,21.092,0.999,0.382
3976,19.613,15561.723,2784.406,0.960,2.131,9.090,-33.540,9.090,-33.540,18.671,1.000,0.462
3995,17.588,6771.841,2817.181,0.955,2.102,9.676,-33.538,9.676,-33.538,17.170,0.999,0.279
4019,20.676,9619.906,2800.798,0.980,1.950,9.486,-33.539,9.486,-33.539,20.590,1.000,0.158
4085,20.980,1562.468,2844.249,0.982,2.006,10.023,-33.536,10.023,-33.536,20.905,0.999,0.592
4119,19.164,13904.515,2885.287,0.973,2.092,9.200,-33.534,9.200,-33.534,18.707,1.000,0.402
4142,19.363,5849.644,2902.679,0.933,2.095,9.737,-33.533,9.737,-33.534,19.344,1.000,0.360
4172,21.800,7018.209,2887.912,0.969,1.985,9.659,-33.534,9.659,-33.534,21.090,0.999,0.306
4214,20.412,11476.030,2925.246,0.983,1.879,9.362,-33.532,9.362,-33.532,19.299,1.000,0.533
4235,18.640,3024.575,2955.886,0.946,2.090,9.925,-33.530,9.926,-33.530,18.637,1.000,0.627
4254,18.024,15610.815,2980.449,0.959,2.192,9.087,-33.529,9.087,-33.529,18.031,1.000,0.477
4276,20.583,1828.130,2955.884,0.981,2.069,10.005,-33.530,10.005,-33.530,20.548,1.000,0.626
4287,20.787,8414.290,2969.922,0.981,1.956,9.566,-33.530,9.566,-33.530,20.729,0.991,0.370
4318,18.322,1551.352,3016.561,0.993,2.147,10.024,-33.526,10.024,-33.526,18.289,1.000,0.611
4364,19.156,2885.980,3040.217,0.972,2.071,9.935,-33.525,9.935,-33.525,18.787,1.000,0.627
4374,15.011,16613.098,3272.796,0.995,2.778,9.020,-33.512,9.020,-33.512,14.808,1.000,0.440
4375,15.115,4488.740,3138.930,0.999,2.591,9.828,-33.520,9.828,-33.520,15.052,1.000,0.411
4382,19.367,7762.317,3048.136,0.952,2.072,9.610,-33.526,9.610,-33.526,18.446,1.000,0.332
4422,19.217,11790.015,3074.142,0.981,2.081,9.341,-33.524,9.341,-33.524,19.227,1.000,0.474
4430,17.445,6787.724,3114.869,0.911,2.133,9.675,-33.522,9.675,-33.522,17.476,1.000,0.330
4433,20.782,2469.505,3063.229,0.967,2.093,9.962,-33.524,9.963,-33.524,20.352,1.000,0.687
4435,21.051,4264.228,3057.970,0.979,1.925,9.843,-33.525,9.843,-33.525,20.952,0.998,0.442
4439,16.535,3073.342,3145.843,0.993,2.152,9.922,-33.520,9.922,-33.520,16.581,1.000,0.632
4480,18.851,6169.688,3109.978,0.960,2.078,9.716,-33.522,9.716,-33.522,18.733,1.000,0.320
4483,19.704,6803.242,3110.643,0.904,2.183,9.674,-33.522,9.674,-33.522,19.742,1.000,0.333
4493,15.411,15261.114,3276.452,0.991,2.322,9.110,-33.512,9.110,-33.512,15.376,1.000,0.493
4506,18.377,6396.017,3129.546,0.940,2.102,9.701,-33.521,9.701,-33.521,18.345,1.000,0.335
4518,15.616,13958.886,3281.940,0.985,2.307,9.197,-33.512,9.197,-33.512,15.350,1.000,0.437
4531,21.492,3605.452,3109.029,0.975,1.924,9.887,-33.522,9.887,-33.522,20.756,1.000,0.566
4541,20.421,8852.058,3126.544,0.981,1.939,9.537,-33.521,9.537,-33.521,20.286,0.989,0.331
4546,13.150,13278.273,3451.419,0.845,7.319,9.242,-33.503,9.242,-33.503,12.811,1.000,0.535
4593,13.270,9387.912,3465.770,0.840,7.642,9.501,-33.502,9.501,-33.503,12.630,1.000,0.432
4634,16.808,13181.964,3288.572,0.948,2.136,9.248,-33.512,9.249,-33.512,16.804,1.000,0.440
4650,19.796,9392.526,3206.300,0.980,1.974,9.501,-33.517,9.501,-33.517,19.695,1.000,0.231
4666,18.513,1547.056,3240.237,0.928,2.154,10.024,-33.514,10.024,-33.514,18.499,1.000,0.597
4677,21.621,13061.775,3206.513,0.972,1.901,9.256,-33.517,9.257,-33.517,20.629,1.000,0.458
4739,18.659,8573.005,3279.589,0.945,2.017,9.556,-33.513,9.556,-33.513,18.618,1.000,0.382
4771,19.871,1880.586,3283.351,0.972,2.056,10.001,-33.512,10.002,-33.512,19.532,1.000,0.649
4806,18.379,7186.898,3327.945,0.979,2.067,9.648,-33.510,9.648,-33.510,18.346,1.000,0.356
4809,19.678,1623.622,3313.236,0.976,2.085,10.019,-33.510,10.019,-33.510,19.530,1.000,0.618
4812,18.943,7616.117,3320.285,0.983,1.981,9.619,-33.510,9.619,-33.510,18.427,1.000,0.379
4832,15.200,15646.523,3522.218,0.999,2.484,9.084,-33.499,9.084,-33.499,15.125,1.000,0.527
4845,20.808,8660.022,3319.108,0.979,1.922,9.550,-33.511,9.550,-33.511,20.682,1.000,0.372
4852,21.368,6409.264,3317.668,0.978,1.839,9.700,-33.511,9.700,-33.511,20.281,1.000,0.400
4863,20.329,12126.399,3337.513,0.981,1.931,9.319,-33.509,9.319,-33.510,20.254,1.000,0.456
4864,20.550,4075.782,3334.869,0.985,1.995,9.855,-33.509,9.855,-33.509,20.410,1.000,0.465
4874,21.291,2663.934,3338.138,0.974,1.915,9.949,-33.509,9.949,-33.509,20.663,1.000,0.681
4878,15.664,15021.315,3509.670,0.967,2.113,9.126,-33.499,9.126,-33.500,15.685,1.000,0.533
4897,18.932,11918.728,3390.116,0.963,2.056,9.333,-33.507,9.333,-33.507,18.939,1.000,0.500
4900,21.259,15517.890,3355.149,0.981,2.069,9.093,-33.508,9.093,-33.508,20.688,1.000,0.544
4901,15.190,8308.815,3540.883,0.999,2.527,9.573,-33.498,9.573,-33.498,14.950,0.999,0.410
4910,19.833,10901.169,3375.247,0.982,1.928,9.400,-33.507,9.401,-33.507,19.217,1.000,0.384
4955,18.801,6258.148,3419.069,0.923,2.143,9.710,-33.505,9.710,-33.505,18.769,1.000,0.330
4963,20.225,11167.861,3401.537,0.981,1.944,9.383,-33.506,9.383,-33.506,20.127,0.997,0.462
4964,21.573,4098.026,3391.347,0.973,1.975,9.854,-33.506,9.854,-33.506,20.819,0.998,0.500
5003,20.188,4720.723,3431.470,0.981,1.976,9.812,-33.504,9.812,-33.504,19.539,1.000,0.400
5024,19.036,6408.207,3455.862,0.919,2.089,9.700,-33.503,9.700,-33.503,18.171,1.000,0.234
5029,21.059,16894.213,3436.189,0.982,2.115,9.001,-33.503,9.001,-33.503,20.613,1.000,0.484
5040,16.277,6536.223,3569.882,0.944,2.047,9.691,-33.497,9.691,-33.497,16.287,1.000,0.369
5044,20.784,1867.439,3449.092,0.981,2.009,10.002,-33.502,10.002,-33.502,20.521,1.000,0.651
5063,20.395,3208.581,3466.024,0.918,2.393,9.913,-33.502,9.913,-33.502,19.761,1.000,0.703
5075,19.859,5601.744,3479.525,0.976,2.026,9.754,-33.501,9.754,-33.501,19.825,1.000,0.350
5078,21.817,11598.794,3463.204,0.978,1.924,9.354,-33.502,9.354,-33.503,20.821,1.000,0.440
5111,21.027,12787.575,3484.496,0.981,1.901,9.275,-33.501,9.275,-33.501,20.881,0.996,0.463
5118,20.513,7107.355,3490.410,0.983,1.959,9.653,-33.501,9.653,-33.501,19.930,1.000,0.357
5124,20.795,12386.716,3493.777,0.978,1.916,9.302,-33.501,9.302,-33.501,20.399,1.000,0.472
5136,17.120,8141.226,3562.443,0.995,2.139,9.584,-33.497,9.584,-33.497,17.134,1.000,0.341
5165,17.541,6679.829,3579.079,0.870,2.171,9.682,-33.496,9.682,-33.496,17.262,0.998,0.220
5166,17.500,8487.248,3561.504,0.994,2.065,9.561,-33.497,9.561,-33.497,17.482,1.000,0.404
5171,20.293,7424.835,3541.613,0.880,3.717,9.632,-33.498,9.632,-33.498,20.398,1.000,0.457
5189,20.850,3328.359,3544.659,0.916,2.853,9.905,-33.497,9.905,-33.497,21.105,0.998,0.619
5198,19.425,13600.155,3548.924,0.978,2.016,9.221,-33.497,9.221,-33.498,18.854,1.000,0.444
5309,19.638,15145.756,3615.712,0.975,2.093,9.118,-33.493,9.118,-33.494,19.596,1.000,0.522
5317,16.895,16551.965,3673.390,0.998,2.261,9.024,-33.490,9.024,-33.490,16.894,1.000,0.452
5324,14.048,3143.843,3851.378,0.981,4.599,9.917,-33.480,9.917,-33.480,14.029,1.000,0.587
5325,17.137,4713.043,3672.032,0.935,2.123,9.813,-33.491,9.813,-33.491,16.772,0.999,0.436
5350,18.192,2777.984,3663.571,0.929,2.097,9.942,-33.491,9.942,-33.491,17.650,0.999,0.589
5355,14.815,15624.281,3839.724,0.992,2.829,9.086,-33.481,9.086,-33.481,14.667,1.000,0.567
5362,20.177,15347.670,3643.046,0.981,2.084,9.104,-33.492,9.104,-33.492,20.110,1.000,0.537
5376,14.151,14731.113,3882.569,0.981,3.940,9.145,-33.479,9.146,-33.479,13.923,1.000,0.516
5377,18.400,11063.827,3676.394,0.949,2.004,9.390,-33.491,9.390,-33.491,18.396,1.000,0.475
5407,18.544,12446.412,3694.168,0.968,1.992,9.298,-33.490,9.298,-33.490,18.000,0.999,0.448
5427,20.194,13131.444,3687.148,0.981,1.985,9.252,-33.490,9.252,-33.490,20.167,1.000,0.442
5436,18.393,17000.297,3714.488,0.978,2.225,8.994,-33.488,8.994,-33.488,18.249,1.000,0.473
5444,20.184,7479.809,3695.458,0.983,1.865,9.628,-33.490,9.629,-33.490,20.012,1.000,0.410
5445,21.473,6810.657,3689.810,0.977,2.105,9.673,-33.490,9.673,-33.490,20.685,1.000,0.395
5448,21.322,5532.732,3692.874,0.975,1.926,9.758,-33.490,9.758,-33.490,20.756,1.000,0.362
5452,20.170,8582.850,3705.911,0.966,2.072,9.555,-33.489,9.555,-33.489,20.139,1.000,0.393
5454,15.862,3453.686,3855.754,0.998,2.086,9.897,-33.480,9.897,-33.480,15.942,1.000,0.604
5457,20.487,14783.626,3705.857,0.982,2.029,9.142,-33.489,9.142,-33.489,20.406,1.000,0.509
5470,19.918,14458.869,3721.568,0.981,2.029,9.164,-33.488,9.164,-33.488,19.474,1.000,0.497
5490,14.736,15269.248,3939.283,0.991,2.929,9.110,-33.475,9.110,-33.476,14.561,1.000,0.533
5500,19.503,16263.925,3745.643,0.950,2.161,9.043,-33.486,9.043,-33.486,19.170,1.000,0.503
5525,17.154,6075.310,3805.501,0.993,2.116,9.722,-33.483,9.722,-33.483,17.143,1.000,0.360
5535,19.254,8595.444,3774.255,0.967,1.983,9.554,-33.485,9.554,-33.485,19.159,1.000,0.401
5590,19.241,14975.930,3808.553,0.968,2.077,9.129,-33.483,9.129,-33.483,18.579,1.000,0.530
5591,21.049,5267.873,3792.493,0.980,1.957,9.776,-33.484,9.776,-33.484,20.876,0.999,0.390
5595,19.053,6596.733,3816.678,0.967,2.071,9.687,-33.483,9.687,-33.483,18.994,1.000,0.358
5620,18.752,14388.017,3839.209,0.955,2.102,9.168,-33.481,9.168,-33.481,18.671,1.000,0.487
5628,20.149,12631.854,3823.823,0.987,1.919,9.285,-33.482,9.285,-33.482,19.387,1.000,0.471
5680,15.356,16466.783,4044.877,0.998,2.444,9.030,-33.469,9.030,-33.469,15.257,1.000,0.478
5699,21.214,16320.971,3868.781,0.984,2.068,9.040,-33.479,9.040,-33.479,20.556,1.000,0.483
5711,14.024,12528.945,4135.624,0.981,4.542,9.292,-33.465,9.292,-33.465,13.710,1.000,0.457
5714,20.766,2170.877,3887.666,0.987,1.986,9.982,-33.478,9.982,-33.478,20.313,1.000,0.650
5718,21.661,14904.144,3881.922,0.974,2.002,9.134,-33.479,9.134,-33.479,21.115,0.999,0.509
5742,20.912,2146.786,3907.394,0.982,2.011,9.984,-33.477,9.984,-33.477,20.407,1.000,0.661
5745,20.122,14310.303,3918.860,0.981,2.015,9.173,-33.477,9.174,-33.477,20.069,1.000,0.423
5761,19.898,1759.135,3934.434,0.975,2.048,10.009,-33.475,10.010,-33.475,19.870,1.000,0.625
5767,20.027,5811.016,3937.375,0.981,2.022,9.740,-33.476,9.740,-33.476,19.958,1.000,0.382
5778,19.478,10393.397,3948.642,0.972,1.933,9.434,-33.476,9.434,-33.476,19.311,1.000,0.407
5811,16.057,11881.810,4100.132,0.918,1.961,9.335,-33.467,9.335,-33.467,16.060,1.000,0.542
5821,20.898,4022.119,3961.806,0.979,1.945,9.859,-33.474,9.859,-33.474,19.781,1.000,0.423
5860,20.738,2564.408,3987.602,0.981,1.989,9.956,-33.473,9.956,-33.473,20.316,1.000,0.658
5862,20.584,11459.214,3989.701,0.981,1.868,9.363,-33.473,9.363,-33.473,20.464,0.997,0.554
5866,16.975,3906.016,4050.634,0.889,2.147,9.866,-33.469,9.867,-33.469,16.983,1.000,0.535
5879,20.419,8022.200,4006.184,0.847,2.508,9.592,-33.472,9.592,-33.472,21.643,0.999,0.358
5880,18.604,6840.162,4040.416,0.864,2.128,9.671,-33.470,9.671,-33.470,18.261,1.000,0.399
5888,17.652,1970.669,4054.097,0.948,2.138,9.995,-33.469,9.995,-33.469,17.660,1.000,0.650
5928,17.511,4318.604,4095.063,0.946,2.097,9.839,-33.467,9.839,-33.467,17.371,1.000,0.443
5934,22.189,14253.428,4037.065,0.973,1.929,9.177,-33.470,9.177,-33.470,21.006,0.999,0.526
5947,22.107,16768.582,4044.256,0.977,1.991,9.010,-33.469,9.010,-33.469,21.094,0.999,0.458
5954,16.358,14559.052,4154.960,0.911,2.175,9.157,-33.464,9.157,-33.464,16.411,1.000,0.508
5967,21.649,9730.272,4062.347,0.972,1.890,9.478,-33.469,9.479,-33.469,20.554,1.000,0.274
5974,15.661,14298.281,4242.383,0.996,2.142,9.174,-33.459,9.174,-33.459,15.609,1.000,0.493
5994,14.080,6096.660,4309.930,0.981,4.855,9.720,-33.455,9.721,-33.455,14.021,1.000,0.328
6026,18.526,13879.859,4128.222,0.956,2.132,9.202,-33.465,9.202,-33.465,18.502,1.000,0.461
6047,18.218,1682.217,4153.451,0.948,2.101,10.014,-33.463,10.015,-33.463,17.718,0.999,0.606
6051,14.523,11625.333,4349.977,0.982,3.394,9.352,-33.453,9.352,-33.453,14.326,1.000,0.528
6071,18.080,13982.917,4171.296,0.948,2.073,9.195,-33.463,9.195,-33.463,18.084,1.000,0.486
6082,21.293,9118.529,4146.472,0.973,1.862,9.519,-33.465,9.519,-33.465,20.548,1.000,0.417
6088,19.055,4017.293,4174.672,0.961,2.012,9.859,-33.463,9.859,-33.463,18.360,1.000,0.511
6111,14.906,13538.361,4377.700,0.997,2.874,9.225,-33.451,9.225,-33.452,14.723,1.000,0.445
6149,14.777,7696.892,4403.373,0.994,3.074,9.614,-33.450,9.614,-33.450,14.716,1.000,0.383
6177,19.735,9808.818,4223.905,0.982,1.950,9.473,-33.460,9.473,-33.460,19.647,1.000,0.331
6182,17.636,11383.354,4260.748,0.955,2.008,9.368,-33.458,9.369,-33.458,17.491,0.999,0.601
6189,16.545,10644.922,4298.105,0.899,2.124,9.418,-33.456,9.418,-33.456,16.527,1.000,0.450
6201,20.904,11227.452,4229.506,0.979,1.877,9.379,-33.460,9.379,-33.460,19.949,1.000,0.620
6233,20.545,11359.695,4256.409,0.977,2.023,9.370,-33.458,9.370,-33.459,20.336,0.998,0.622
6248,19.707,13367.264,4271.090,0.982,1.970,9.236,-33.457,9.236,-33.457,19.557,1.000,0.483
6270,19.358,7185.216,4290.280,0.964,2.051,9.648,-33.457,9.648,-33.457,19.332,1.000,0.408
6294,19.988,4383.716,4296.185,0.980,1.987,9.835,-33.456,9.835,-33.456,19.930,1.000,0.433
6315,20.435,3604.256,4299.797,0.981,1.951,9.886,-33.456,9.887,-33.456,19.825,1.000,0.546
6324,18.884,4066.982,4323.939,0.986,2.082,9.856,-33.454,9.856,-33.454,18.832,1.000,0.522
6339,15.840,9835.377,4463.086,0.997,2.064,9.472,-33.447,9.472,-33.447,15.835,1.000,0.356
6344,20.838,15104.865,4311.751,0.981,2.042,9.121,-33.455,9.121,-33.455,20.493,1.000,0.539
6345,20.434,6489.377,4318.606,0.981,1.952,9.694,-33.455,9.694,-33.455,20.279,1.000,0.414
6358,15.319,17089.055,4522.494,0.998,2.448,8.989,-33.443,8.989,-33.443,15.225,1.000,0.505
6363,20.484,2936.156,4328.804,0.982,1.990,9.931,-33.454,9.931,-33.454,20.446,1.000,0.626
6385,20.134,15926.365,4344.078,0.987,2.097,9.066,-33.453,9.066,-33.453,19.873,1.000,0.546
6418,17.353,9009.657,4416.562,0.918,2.061,9.526,-33.450,9.527,-33.450,17.371,1.000,0.429
6449,21.288,16863.613,4372.192,0.983,2.050,9.004,-33.451,9.004,-33.451,20.520,1.000,0.505
6462,19.502,6795.268,4402.846,0.969,2.024,9.674,-33.450,9.674,-33.450,19.424,1.000,0.391
6463,20.067,12137.089,4395.444,0.981,1.936,9.318,-33.451,9.318,-33.451,19.759,1.000,0.530
6479,20.155,7906.268,4401.655,0.969,2.069,9.600,-33.450,9.600,-33.450,20.134,1.000,0.452
6485,18.808,1770.166,4420.574,0.926,2.074,10.008,-33.448,10.009,-33.448,18.380,1.000,0.586
6493,14.941,3608.406,4597.917,0.999,2.851,9.886,-33.439,9.886,-33.439,14.888,1.000,0.508
6511,18.752,11537.393,4437.876,0.974,1.965,9.358,-33.448,9.358,-33.448,18.388,1.000,0.601
6523,20.055,6745.535,4430.381,0.969,1.987,9.677,-33.449,9.677,-33.449,19.542,1.000,0.398
6531,18.263,13084.001,4459.072,0.964,2.034,9.255,-33.447,9.255,-33.447,18.005,1.000,0.473
6533,19.390,13507.399,4443.414,0.979,2.025,9.227,-33.448,9.227,-33.448,19.332,1.000,0.475
6535,21.268,2164.404,4423.693,0.965,2.428,9.982,-33.448,9.982,-33.448,20.399,1.000,0.743
6541,20.320,3202.168,4436.450,0.979,2.003,9.913,-33.448,9.913,-33.448,19.956,1.000,0.586
6548,17.843,11372.960,4487.933,0.972,2.020,9.369,-33.446,9.369,-33.446,17.610,1.000,0.592
6555,16.028,12837.203,4593.938,0.951,1.982,9.272,-33.440,9.272,-33.440,15.481,0.999,0.512
6598,19.823,8161.232,4487.638,0.978,1.962,9.583,-33.446,9.583,-33.446,18.924,1.000,0.355
6618,17.773,13680.565,4526.743,0.937,2.032,9.216,-33.443,9.216,-33.443,17.708,1.000,0.484
6620,20.970,9755.744,4484.649,0.979,1.934,9.477,-33.446,9.477,-33.446,20.328,1.000,0.392
6649,20.143,7504.720,4512.520,0.977,2.023,9.627,-33.444,9.627,-33.444,20.075,1.000,0.430
6659,19.012,14904.564,4531.949,0.961,2.077,9.134,-33.443,9.134,-33.443,18.988,1.000,0.521
6672,18.509,14196.427,4552.830,0.976,2.106,9.181,-33.442,9.181,-33.442,18.521,1.000,0.492
6679,15.178,1805.905,4708.815,0.999,2.580,10.006,-33.432,10.006,-33.432,15.090,0.993,0.590
6690,18.287,3082.649,4572.950,0.961,2.085,9.921,-33.440,9.921,-33.440,18.233,1.000,0.560
6691,19.912,5523.631,4541.414,0.977,1.987,9.759,-33.442,9.759,-33.442,19.820,1.000,0.392
6697,18.421,7078.161,4571.499,0.925,2.160,9.655,-33.441,9.655,-33.441,18.372,1.000,0.397
6698,21.163,11728.913,4532.006,0.977,1.814,9.345,-33.443,9.346,-33.443,20.280,1.000,0.582
6700,21.233,9835.618,4531.427,0.979,1.899,9.471,-33.443,9.472,-33.443,20.418,1.000,0.373
6721,21.309,8962.750,4545.466,0.975,1.826,9.530,-33.442,9.530,-33.442,20.908,0.999,0.414
6723,20.452,15151.638,4554.720,0.974,2.114,9.118,-33.441,9.118,-33.441,20.290,0.999,0.558
6734,21.839,11744.839,4549.853,0.970,2.132,9.344,-33.442,9.345,-33.442,21.082,0.999,0.585
6757,19.747,9618.649,4587.111,0.982,1.971,9.486,-33.440,9.486,-33.440,19.252,1.000,0.418
6763,21.190,4064.733,4579.151,0.977,2.133,9.856,-33.440,9.856,-33.440,20.708,1.000,0.516
6773,20.219,13735.129,4594.906,0.982,1.968,9.212,-33.439,9.212,-33.439,20.097,1.000,0.494
6819,13.732,4060.385,4881.977,0.976,5.445,9.856,-33.423,9.856,-33.423,13.603,1.000,0.484
6820,16.504,16966.680,4710.934,0.891,2.258,8.997,-33.432,8.997,-33.432,16.270,0.998,0.444
6821,20.172,10330.635,4623.821,0.981,1.933,9.439,-33.438,9.439,-33.438,19.562,1.000,0.436
6834,20.721,14188.956,4625.489,0.981,1.956,9.182,-33.438,9.182,-33.438,20.625,1.000,0.503
6842,21.231,9002.218,4626.481,0.977,1.845,9.527,-33.438,9.527,-33.438,20.642,1.000,0.438
6850,19.887,7678.930,4648.844,0.993,1.986,9.615,-33.437,9.615,-33.437,19.755,1.000,0.454
6853,17.301,13948.708,4693.032,0.902,2.167,9.198,-33.434,9.198,-33.434,17.314,1.000,0.495
6868,22.196,13397.571,4643.034,0.967,1.871,9.234,-33.437,9.234,-33.437,21.069,1.000,0.533
6891,18.104,2271.841,4702.100,0.976,2.054,9.975,-33.433,9.975,-33.433,18.105,1.000,0.584
6920,16.535,16827.848,4747.836,0.905,2.264,9.006,-33.430,9.006,-33.430,16.429,0.999,0.463
6954,19.117,9971.620,4721.929,0.976,1.973,9.462,-33.433,9.463,-33.433,19.062,1.000,0.537
6964,20.702,6185.223,4709.776,0.980,1.975,9.714,-33.433,9.715,-33.433,20.284,1.000,0.401
6973,16.468,2519.468,4796.107,0.963,2.172,9.958,-33.428,9.959,-33.428,16.518,1.000,0.610
6996,20.478,10156.099,4727.574,0.981,1.908,9.450,-33.432,9.450,-33.432,20.080,1.000,0.441
7022,20.486,10505.442,4739.686,0.981,1.911,9.427,-33.432,9.427,-33.432,20.140,1.000,0.524
7056,21.299,13146.444,4755.028,0.979,1.875,9.251,-33.431,9.251,-33.431,20.614,1.000,0.488
7059,17.928,11906.242,4804.014,0.933,2.013,9.334,-33.428,9.334,-33.428,17.877,1.000,0.608
